id,name,categories,price,weight
aba4832a-7611-4102-b791-7db395827325,"ED Ellen DeGeneres Augie and Friends Pillowcase Pair, Standard Cases,",Home & Kitchen | Bedding | Kids' Bedding | Sheets & Pillowcases | Sheet & Pillowcase Sets,24.99,12.2
a7963745-1768-4fc2-ac5f-1c162322a31a,Melissa & Doug Jumbo ABC Wooden Chunky Puzzle (26 pcs),Toys & Games | Puzzles | Jigsaw Puzzles,13.46,2.9
c33c765d-18d8-4c22-bbe8-6886e53d21c9,"Beercan Boards 38"" Root Beer Dragon Life RED","Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Skateboarding | Standard Skateboards & Longboards | Longboards",179.0,10.0
86b56c29-507d-424e-90db-712e42487b38,"Age of Cthulhu 9: The Lost Expedition (Officially Licensed Cthulhu Adv., Hardback)",,24.99,14.6
922da882-6c9e-435d-a5a7-6732427fcabd,SCHLEICH Carnotaurus,,14.99,5.0
88b46806-ed92-4c6f-8390-80b397fb0dbc,Just Play Minnie Bow Tique Fancy Bows Dress,Toys & Games | Dress Up & Pretend Play | Pretend Play,14.06,7.4
0c7c1901-64c9-4b28-8344-95a6f83b308d,Rubie's Costume Star Trek Into Darkness Grand Heritage Captain Kirk Shirt Costume,"Clothing, Shoes & Jewelry | Costumes & Accessories | Men | Costumes & Cosplay Apparel | Costumes",150.0,1.47
33aafd80-18ba-41b4-ba39-bd8b1bbe6dff,Glittered Spiral Birthday Candles | Blue | Party Supply,Home & Kitchen | Home Décor | Candles & Holders | Candles | Specialty Candles | Birthday Candles,11.65,1.92
b7391b59-6426-421d-bd29-1832057b363f,Crayon Favor | Disney© Doc McStuffins Collection | Party Accessory | 48 Ct.,Toys & Games | Party Supplies,18.72,2.2
92a7f4b2-0508-4661-9ad9-4cd55601f630,Chara-ani Fate/Apocrypha: Red Faction Lancer of Red Toy'sworks Collection Niitengo Premium Figure,"Toys & Games | Collectible Toys | Statues, Bobbleheads & Busts | Statues",34.99,3.52
9fbf3c29-8aee-470b-a8f3-5b9a5a2fc2d6,"Constructive Playthings 29"" W. x 14"" D. Hardwood Doll Bed for Ages 18 Months and Up",Toys & Games | Dolls & Accessories | Doll Accessories,81.06,10.0
ded14939-4141-43ae-aea5-d03d02232e58,"All About Details CATHE60 Hello 60 Cake, 1pc, 60th Birthday, Party Decor, Glitter Topper (Gold & Black), 6 x 9,","Grocery & Gourmet Food | Pantry Staples | Cooking & Baking | Frosting, Icing & Decorations | Cake Toppers",28.13,3.2
575f610b-82f2-4e19-ac16-b2eff6a1ee70,DIAMOND SELECT TOYS Legends in 3-Dimensions: Marvel Spider-Man 1: 2 Scale Bust,"Toys & Games | Collectible Toys | Statues, Bobbleheads & Busts | Statues",97.92,4.11
f03b730e-c054-4a9a-bf4a-dd0d302a12cf,"Hampton Nautical America Sailboat in A Glass Bottle, 7""",Toys & Games | Hobbies | Models & Model Kits | Model Kits | Watercraft Kits,14.99,
8a032046-a08e-4108-9aeb-9181d00ea95e,Batman Infant Romper,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Baby | Baby Boys",18.25,9.4
a2d28663-871e-4c13-86a9-d8b4becc53e9,C&D Visionary Pink Floyd Back Catalogue Sticker Childrens Arts & Crafts Adhesives,Toys & Games | Arts & Crafts | Adhesives,7.15,0.16
1eeae908-194b-4238-a368-443984ec62f2,"Royal & Langnickel Painting by Numbers Junior Small Art Activity Kit, Gorillas",Toys & Games | Arts & Crafts | Craft Kits | Paint-By-Number Kits,3.84,
8064e220-9b5c-47dc-9906-dff4d061de49,"Leffler Home Kids Chair, Red",Home & Kitchen | Furniture | Kids' Furniture | Chairs & Seats,582093.48,29.0
cb3ae6b5-f02e-4d58-bbaa-aa5908316205,EuroGraphics Party Time Birthday 60 Piece Puzzle,Toys & Games | Puzzles | Jigsaw Puzzles,11.99,12.0
1c31d394-3ad1-4c7f-86dc-dd46cc1a1f2f,Preiser 16400 Unpainted Figure Set Adam & Eve Combination Kit Package(26) HO Model Figure,Toys & Games | Hobbies | Trains & Accessories | Accessories | Figures,23.56,
e811c92d-868b-48f8-8a3b-e98af4e7e8e1,McFarlane Toys DC Multiverse Batman: Batman The Animated Series Action Figure,Toys & Games | Toy Figures & Playsets,19.99,8.8
f5b8b924-a189-4bea-8b61-708ccbf8da74,Aurora World Fancy Pals Pet Carrier Bright Eyes Squirrel Plush,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,11.27,12.0
a0db428b-2bfb-40a8-84c8-986cb0450ef1,"Kaleidoscope Jumbo Letter M Foil Mylar Balloon, Silver, 34""",Toys & Games | Party Supplies | Balloons,4.98,0.64
60941fab-0a4f-4a57-97d7-5810346d7988,Djubi Ball Refill-Large,Toys & Games | Sports & Outdoor Play | Toy Sports,73887.12,4.8
298baddc-e76f-4d73-a0a6-5bcbcab6e52c,Steiff Blue Whale Mama,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,106.99,9.9
d1ee7d35-ca4f-464a-a018-c2797337e50c,Aurora World Flopsie Horse/Jack Plush,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,19599.58,8.0
844e4948-8182-45bb-ad5b-21ad9573a265,Crazy Bonez Skull & Crossbones Wall Decoration,Home & Kitchen | Home Décor | Home Décor Accents | Sculptures | Wall Sculptures,18.62,1.05
c963867d-18a8-4403-ba2b-296ce91fdd88,Application DC Comics Originals Superman Logo with Silver Glitter Patch,"Arts, Crafts & Sewing | Sewing | Trim & Embellishments | Appliques & Decorative Patches | Decorative Patches",5.15,0.32
39c076b0-003d-4cfc-882c-2449686e02e3,SwimWays Spring Float Recliner - Swim Lounger for Pool or Lake - Light Blue/Dark Blue,Toys & Games | Sports & Outdoor Play | Pools & Water Toys | Pool Rafts & Inflatable Ride-ons,40.15,3.85
abec2384-2b37-4aaf-979f-eb7f422f9fd0,Fisher-Price Wonder Makers Design System Lift & Sort Recycling Center - 35+ Piece Building and Wooden Track Play Set for Ages 3 Years & Up,,24.99,1.8
b1993db4-afab-4e19-bb81-3b0784aa8357,Lionel Santa Fe Diesel Battery-Powered Train Set with Remote + 12-Piece Straight Track Expansion Pack,Toys & Games | Play Vehicles | Play Trains & Railway Sets | Train Sets,86.11,
f18bb0f7-f5eb-4654-be2d-c32740de7706,"Sax True Flow Underglaze, Dragon Red, 1 Pint",Industrial & Scientific | Science Education,20.04,1.6
3d1ae1eb-876c-4e9e-9c4e-0802f2d2d18b,Marvel Avengers 2 Hulkbuster Colored Pewter Key Ring Action Figure,,8.51,1.44
bdca532d-b065-4d47-b5bf-507ac9debc3f,Swimline Giant Ducky Inflatable Ride-On,Toys & Games | Sports & Outdoor Play | Pools & Water Toys | Pool Rafts & Inflatable Ride-ons,19.32,4.9
e58371f3-72f9-47ac-8b02-de5bfde9fe45,3Doodler Start Product Design Themed Activity Kit (3D Pen Not Included),Toys & Games | Dress Up & Pretend Play | Pretend Play | Play Tools,49.85,10.4
0b9f43ff-202c-4b32-9e4e-fb7939a46337,"Stephen Joseph Girls' Little Sidekicks Backpack, Owl, Navy","Clothing, Shoes & Jewelry | Luggage & Travel Gear | Backpacks | Kids' Backpacks",29.99,12.6
fed01b23-ed44-42fa-8675-bacf3a0745f9,"16 Directions SEP188765 16D Collection 05: New Japan Pro-Wrestling: Kazuchika Okada Vinyl Figure, Multicolor",Toys & Games | Toy Figures & Playsets | Playsets & Vehicles | Playsets,46.14,5.0
0384016f-224b-40b7-a2f3-251331a67fad,Minnie Bow-Tique Why Hello! Cell Phone,Toys & Games | Dress Up & Pretend Play | Pretend Play,8.49,4.0
44ca1f1e-266a-4d8e-9a79-a4527d676cda,ST Racing Concepts ST3623FB Front Skid Plate for Stampede (Blue),Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,14.87,1.6
ab291220-97b1-4272-8d17-ed07f7ecd695,"Darice Kids Plastic Bowling Set: Includes 10 Pins, 2 Bowling Balls, 1 Plastic Carrying Caddy",Home & Kitchen | Kitchen & Dining | Storage & Organization | Flatware & Utensil Storage | Flatware Chests & Caddies,19.94,1.19
dc1ff80a-9880-4a5c-9fb7-e4c816c9a8b6,Sweet Jojo Designs Baby Children Kids Clothes Laundry Hamper for Grey and White Woodland Deer Bedding Set,Baby Products | Nursery | Furniture | Storage & Organization | Hampers,40.47,3.0
648dc0f9-c5a8-4fc2-af86-c64212513e7e,"Barbie Light-Up Fairy Dress Costume, Child's Small","Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",29.25,10.6
c6535798-bd80-462c-a6bf-41e9d1015f0e,Rhythm Band Tambourine (RB925),Toys & Games | Learning & Education | Musical Instruments | Drums & Percussion,19.91,8.2
517afb02-a38d-49cc-9e50-ceedad4c87cb,Rubie's Costume Co - Tokidoki Girls Donutrlla Headband,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Accessories",8.95,1.12
1583798c-c13b-4827-bf37-5628a0fbaeb4,"U.S. Toy Plastic Top Hats, Pack of 12, Black","Clothing, Shoes & Jewelry | Costumes & Accessories | Men | Accessories | Headwear",13.99,13.6
c7b8ff86-b853-43a6-8a33-4ac45f5d503e,"MightySkins Skin Compatible with Razor A5 Lux Kick Scooter - Splash of Color | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA","Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Scooters & Equipment | Accessories",19.99,0.96
e565db6f-15ba-4d8f-be21-9e8c8ffe68b7,Quiksilver Little Chompine Boys Backpack,"Clothing, Shoes & Jewelry | Luggage & Travel Gear | Backpacks | Kids' Backpacks",26.14,
df954749-652a-4eb8-9917-d6bbb0f4c7b3,"BePuzzled Original 3D Crystal Jigsaw Puzzle - Fruit Grapes Assembly Brain Teaser, Fun Model Toy Food Gift Decoration for Adults & Kids Age 12 and Up, 41 Pieces (Level 2)",Toys & Games | Puzzles | Brain Teasers,11.99,8.0
87c97cce-7570-40af-8901-1869a768ec9b,"MightySkins Skin Compatible with DJI Phantom 3 Standard – Acid Surf | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicles,24.99,1.0
c1939c64-3e2d-45fe-8b0d-ad41469edb64,"The Kids Room by Stupell Pirate Rules Rectangle Wall Plaque, 11 x 0.5 x 15, Proudly Made in USA",Baby Products | Nursery | Décor | Wall Décor | Wall Plaques,25.0,2.35
8acacf23-f779-4654-84f3-4a82ddae32f5,"Pop Decors PT-0118-Va Beautiful Wall Decal, Fantasy Trees",Baby Products | Nursery | Décor | Wall Décor | Stickers,119.9,4.2
5a733ff0-182b-4b26-ab57-cdcdacd6e11b,"Fluffy Pink Easter Bunny Ears | Party Accessory, 9 Ct.",Toys & Games | Party Supplies,10.92,1.38
1565e083-97c2-421a-86f8-46806b027511,Peppa Pig Bakery Shop Little Places Playset,Toys & Games | Sports & Outdoor Play | Playhouses,13.02,1.06
4cd727c7-684d-4c83-bc37-f64910b106ad,Gamecraft Safety Guard Scooters,"Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Scooters & Equipment",18.74,3.9
05319ced-c4d8-487e-a917-d8b68f9abc7d,"Pacon SunWorks Construction Paper, 18"" x 24"", 50-Count, Yellow (8417)","Arts, Crafts & Sewing | Crafting | Paper & Paper Crafts | Paper | Construction Paper",10.99,2.85
7496eb79-0d7f-475e-9143-eaa1e97bcafd,Rubie's Costume Company Ram Hoodie for Pet,Toys & Games | Party Supplies,11.02,5.6
7d200061-ca84-4e18-b23a-177fb9d4c652,"Skip Hop Bandana Buddies Baby Activity and Teething Toy with Multi-Sensory Rattle and Textures, Elephant",Toys & Games | Baby & Toddler Toys | Activity Play Centers,13.99,
a6dba91a-178c-4497-b99d-ec346096ab63,"Way Basics Eco Stackable Connect Storage Cube with Shelf Cubby Organizer, Espresso Wood Grain (Tool-Free Assembly and Uniquely Crafted from Sustainable Non Toxic zBoard Paperboard)","Home & Kitchen | Furniture | Kids' Furniture | Bookcases, Cabinets & Shelves",24.99,6.3
ae51284b-3138-4146-8981-aee64b508940,"amscan Margaritaville Baseball Hat, Multicolor",Toys & Games | Novelty & Gag Toys | Miniatures,7.33,2.72
eda89f08-7203-407a-ba8d-e8e1b9c7d2dc,"Creative Converting 40226 Party Supplies, Any, Multicolor","Grocery & Gourmet Food | Pantry Staples | Cooking & Baking | Frosting, Icing & Decorations | Cupcake Toppers",4.35,0.32
bdffc737-1fad-4ccc-936a-c8a7bc5f548a,amscan Domineering Mask - Girl Costume,Toys & Games | Novelty & Gag Toys,4.56,1.12
614bd9a7-09a5-40ed-9564-f3c4ccbcdbb4,Carrera 27606 Porsche 917K #26 Evolution Analog Slot Car Racing Vehicle 1:32 Scale,"Toys & Games | Hobbies | Slot Cars, Race Tracks & Accessories | Slot Cars",35.15,1.28
818e493a-e6ee-401c-8077-f4a99e502095,Learning Resources Jumbo Farm Counters,Toys & Games | Learning & Education | Counting & Math Toys,17.98,1.2
32fb8ee3-db10-4915-a235-325e064cc63b,K2 Skate Men's MOD 110 Inline Skate,"Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Inline & Roller Skating | Inline Skates",329.14,42.6
57369373-d1ec-41d8-8fb9-8fb227e9e6fb,Fantasy Flight Games Runewars: Darnati Warriors Expansion Pack,Toys & Games | Games & Accessories | Game Collections,15.0,7.0
a33e24e7-3e3b-4aa7-a8e3-cb304d1a9c0a,"Edushape Fun Z Balls, 3 Piece",Toys & Games | Baby & Toddler Toys | Balls,22.99,
99a12d5d-6d53-4ea3-bc3b-cbf2618b7455,Spades King Card Game Funny T-Shirt,Toys & Games | Games & Accessories,17.99,4.8
8282a1f0-a5f1-4f0e-b564-6f85646d9033,Melissa & Doug Personalized Pattern Blocks & Boards Classic Toy,Toys & Games | Baby & Toddler Toys,17.99,2.2
21dbd781-fe91-484f-892f-2ab842a5d98a,Kole Imports Glitter Hair Extensions Party Favors,Toys & Games | Party Supplies | Party Favors,4.22,0.8
fd86c932-76f7-4c9e-911f-1ed39356ad84,"Globe Skateboards Spear Point Mini Cruiser Complete Skateboard, Bamboo/Snake","Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Skateboarding | Standard Skateboards & Longboards | Standard Skateboards",154.83,1.0
e6a19a85-6c80-4c36-b1c9-efe50bac9ecb,"Hot Wheels Fast & Furious, Hummer H1, Multi",Toys & Games | Toy Figures & Playsets | Playsets & Vehicles,12.0,2.72
27d3567b-50d7-449d-afc8-22b28015f86b,"MightySkins Skin Compatible with Hover-1 H1 Hoverboard Scooter - Kittens | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA","Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Scooters & Equipment | Accessories",19.99,0.96
aa43c507-bcd4-4f26-8dbf-4be00d34e3a2,Redcat Racing Rer11358 Plastic Spur Gear (45T) For GEN8 Scout II,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,5.99,0.32
ed0fa7d4-643b-4d5b-b46c-ca2f73019de7,My Little Pony Mane Pony Rainbow Dash Classic Figure,Toys & Games | Dolls & Accessories | Playsets,4.99,2.88
743ec7e3-2b53-435f-92d0-caeb48806c94,The Learning Journey Techno Kids – Stack & Spin Gears Super Set – STEM Toddler Toys & Gifts for Boys & Girls Ages 2+ Years – Mind Building Learning Toy,Toys & Games | Baby & Toddler Toys | Sorting & Stacking Toys,17.96,1.65
e86e2c12-dc33-4fd1-b041-33115437cdfb,Redcat Racing 10706 1/10 Scale Buggy Body (Orange/Blue),Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts | Vehicle Bodies & Scale Accessories | Car & Truck Bodies,19.9,
a7686b8f-fe92-4147-a81e-aa36cf5ed1b5,Anatolian Seaside Dreams Jigsaw Puzzle (1500 Piece),Toys & Games | Puzzles | Jigsaw Puzzles,29.1,2.4
9cba27ea-1498-498f-925f-2e3b3f14ab4f,"Click N' Play Military Desert Camping 12"" Action Figure with Locker Storage Box Play Set with Accessories",Toys & Games | Toy Figures & Playsets | Action Figures,44.99,3.58
3fe4dc6a-7ac3-48c6-b9d7-c0320c3d5cc5,HANSA 6149 Plush,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,51.54,0.32
19b73c48-4fd1-431e-90c1-2d0dcc6d40a4,Pillow Pets Nickelodeon Paw Patrol Sleeptime Lites – Chase Plush Night Light,Toys & Games | Stuffed Animals & Plush Toys | Plush Pillows,19.99,1.04
d6266876-7734-4dd3-a6cc-43b7d78d3ffe,Ped-Run Kids Pedaling Scooter - Exercise While Having Fun,"Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Scooters & Equipment | Scooters | Kick Scooters",103.46,18.0
1b8ac5be-6eca-4cb3-bfb4-7fd8d869a72a,Folkmanis Hedgehog Hand Puppet,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,19.07,4.0
783f4207-a6b7-474d-969e-4b8ee2124e3d,Space Base,Toys & Games | Games & Accessories | Board Games,35.73,2.65
abbac62b-48a4-421e-ac4a-d6d71f73eae3,"Ravensburger 16221 Ice Cream Shop 1500 Piece Puzzle for Adults, Every Piece is Unique, Softclick Technology Means Pieces Fit Together Perfectly",Toys & Games | Puzzles | Jigsaw Puzzles,25.16,2.29
f355befd-88f3-4ddc-9eef-cd0d300513a3,Secret Wishes Dancing Girl Petticoat,"Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Costumes & Cosplay Apparel | Bottoms",16.3,1.0
b106e07f-a1a2-43e9-a9c7-f94ab43b2266,"Little Colorado Personalized Treasure Chest, Honey Oak","Toys & Games | Kids' Furniture, Décor & Storage | Toy Chests & Storage",232.95,37.0
9a922bd0-6512-469a-aac4-e9a95cc27e97,Be Good Company Blue Sand (Refill Pack),Toys & Games | Arts & Crafts,7.99,1.45
6757d7f3-f74c-477a-b3b9-6040efcc86ff,"Prehistoric Party Rubber Bracelet, Party Favor",Toys & Games | Dress Up & Pretend Play | Beauty & Fashion | Bracelets,6.12,0.32
55ecbc84-95df-4b3d-ae42-0027d442a09b,Peppa Pig Family Car Push n' Scoot Ride-on,"Toys & Games | Tricycles, Scooters & Wagons | Ride-On Toys & Accessories",34.9,3.3
ff909f07-1309-492b-927a-70f394231963,BvS Wonder Woman Foam Child Shield,Toys & Games | Party Supplies | Party Packs,1.07,2.88
8cb10ee7-9c7c-40f3-8e43-24e480f7d6bc,Cry Babies Butterfly Pajama for Doll,Toys & Games | Dolls & Accessories | Doll Accessories,9.99,5.0
09914bf3-9049-4c2e-8a62-2725fe26db51,Rubie's - Star Wars Girls X-Wing Fighter Girl Costume,"Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Costumes & Cosplay Apparel | Costumes",20.99,14.1
03f8ca09-7483-4027-800c-bcb694955fc8,"amscan Chicago Bulls NBA Collection Cuff Band, Party Favor, 36 Ct.",Toys & Games | Novelty & Gag Toys,52.27,1.12
73a2703a-f183-4883-a5e1-3865aa7eea4c,"Wild Republic Harp Seal Plush, Stuffed Animal, Plush Toy, Gifts for Kids, Hug’Ems 7",Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,9.99,2.4
e043bc55-d544-47fc-a866-31e06f26b6df,amscan Bumble Bee Head Bopper - Child,Toys & Games | Dress Up & Pretend Play | Costumes,6.32,1.6
3d89188a-c99b-4026-84bd-65a9bf6dce41,Funko Pop: Toy Story - Wheezy,,9.51,4.0
659c4dc4-031d-4c9f-8264-c985071caf9d,"MightySkins Skin Compatible with DJI Mavic Air Drone - Daisies | Min Coverage | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicles,24.99,0.96
83d1fcb5-d843-413c-b19f-4d8b0cc272b5,Franklin Sports 6 Hole PVC Bean Bag Toss Game,Toys & Games | Sports & Outdoor Play | Bean Bags & Footbags | Bean Bag Game Sets,21.62,
0fa27d71-941a-454a-b94c-a5a7e08f98bf,"Wild Republic T-Rex Plush, Dinosaur Stuffed Animal, Plush Toy, Gifts for Kids, Dinosauria 17 Inches",Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,14.4,7.5
295f91c7-d7e1-41e1-9037-0cb3b9bf8012,Uncle Milton - Star Wars Science - Millennium Falcon UV Light Laser,Toys & Games | Learning & Education,17.99,1.0
da3406b6-bb3c-4558-928c-88bb2a54db6c,"Amscan Ponytail Headband, Party Accessory, Purple, One Size - 399414.14",Toys & Games | Dress Up & Pretend Play | Costumes,3.68,0.64
5548c313-3e30-44c5-bb0c-57fa494afb32,Privateer Press Warmachine - Convergence of Cyriss - Accretion Servitors Model Kit,Toys & Games | Hobbies | Models & Model Kits | Model Kits | Figure Kits,10.33,
8b4a3b87-ac25-4a23-8252-f1f90d33066f,"Caillou Rosie Plush Doll 16"" Rosie Plush Doll",Toys & Games | Stuffed Animals & Plush Toys | Plush Figures,14.99,12.0
d3ce6399-e542-45ae-818b-7c973bcce690,"Rubie's Costume Indian Maiden Value Child Costume, Small","Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",14.41,5.6
fb8211cf-631f-44a9-b6d4-c31b6c7b897e,"JC Toys Light Pink Romper (up to 16"")",Toys & Games | Dolls & Accessories | Dolls,11.99,0.32
cdf1e979-9d56-42ac-9ea3-96c131b203db,Schylling Curious George Tin Tea Set,Toys & Games | Dress Up & Pretend Play | Pretend Play | Kitchen Toys,19.95,15.2
bceb4621-0185-4125-a6ec-4ff9137ec003,"Tot Tutors Super-Sized Toy Storage Organizer w/ 16 Bin, Universal, Natural/White","Home & Kitchen | Furniture | Kids' Furniture | Bookcases, Cabinets & Shelves",79.99,24.9
5ddb4831-7558-49b3-a05e-b7d44dcadb5e,Disney Pixar Toy Story Slinky Dog,Toys & Games | Toy Figures & Playsets,34.0,1.3
5da7ba0e-3d03-4a89-acb4-31b848c768d9,Tudor Games Electric Football Gold Uniform Numbers - 10 Pack,,15.89,3.2
58be349c-9fba-49bd-9ea0-d149a816171a,Hot Racing SLF2801 Aluminum Front Shock Tower for 4x4 Slash,Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts | Power Plant & Driveline Systems | Suspension Systems & Parts | Sway Parts,18.88,0.64
8c09b2b0-e18b-4d94-9e99-c48681fc9234,Ninja All-Stars: Komuso,Toys & Games | Games & Accessories | Board Games,4.24,0.32
7c1175ee-e487-4b56-b872-c41fd04cabc5,Minecraft Sword,Toys & Games | Dress Up & Pretend Play | Accessories,17.99,14.1
44c106e6-ee46-46f3-a296-8a4acdbe8644,"Perler Beads Fuse Beads for Crafts, 1000pcs, Green Glitter Fairy Dust","Arts, Crafts & Sewing | Beading & Jewelry Making | Beading Supplies | Fuse & Perler Beads",4.85,2.4
3d6e1e66-33d7-467b-88fe-4fe1a08f4743,"Watch Ya' Mouth Throwdown Edition Card Game, Family Bundle",Toys & Games | Games & Accessories | Game Collections,32.34,
69475f95-f8bf-4eee-8d9d-ab483a8bb134,"AMSCAN Inmate Convict Prisoner Halloween Costume for Men, Plus Size",,30.61,13.6
50e3a32a-6036-4f49-b21f-b8b46f5e3cb1,Buffalo Games - Charles Wysocki - Yankee Wink Hollow - 1000 Piece Jigsaw Puzzle,Toys & Games | Puzzles | Jigsaw Puzzles,14.28,1.35
0c612d1e-1635-4ec5-8f5f-0ca926f9f667,S&S Worldwide SP3900AS Fine Terrarium Sand (Pack of 12),Toys & Games | Arts & Crafts | Craft Kits | Sand Art,23.94,
2371fce0-146d-443c-a606-dc38645cfd3d,"DC Comics Poison Ivy Deluxe Costume, Green, Large","Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Costumes & Cosplay Apparel | Costumes",78.39,2.0
584e8c4d-8f56-41ea-a18b-d68a8cfb4078,SwimWays Aquaria Aqua Hammock Lounge - Durable Aqua Cell Foam Pool Float - Blue,Toys & Games | Sports & Outdoor Play | Pools & Water Toys,64.99,8.45
330fa207-0e12-446e-87a5-14cd93c701e8,"Wood Designs 24"" x 48"" Rectangle Hardwood Table with 29"" Legs",Home & Kitchen | Furniture | Kids' Furniture | Tables & Chairs | Tables,208.52,43.4
18e61ff6-f8b5-4f10-9dfd-28126cb09ffd,"ChalkScapes Mandala Stencils and Outdoor Sidewalk and Driveway Chalk Kit, Includes 30 Chalks, 2 Stencils, and Chalk Holders - 22.5 Inches Diam. - Stars and Geometry","Arts, Crafts & Sewing | Painting, Drawing & Art Supplies | Drawing | Drawing & Lettering Aids",21.98,1.7
b981fdfd-0914-46eb-a47d-2aff556f4bfe,Small World Toys Ryan's Room Wooden Toys -Matchimals (Matching Game),Toys & Games | Puzzles,17.99,10.4
5a538a5b-dd77-4abe-8155-5c17dd600ee8,"Wild Republic Audubon Birds Mallard Duck Plush with Authentic Bird Sound, Stuffed Animal, Bird Toys for Kids and Birders",Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,8.0,2.4
77a041b9-1e4c-4a46-b5c0-c09a160a5123,amscan Printed Latex Balloons | Hello Kitty Balloon Dreams Collection | Party Accessory,Toys & Games | Party Supplies | Balloons,6.74,0.32
